,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,123.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,79.0,23.0,0.5490196024605921,0.12200956923204596,12.469135802469136,55.742574257425744,27.284684023957954,12.469135802469136,563.0,1010.0,2.877227722772277,0.0,0.13569797124815264
1,321.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,38.0,13.0,0.49019606881968497,0.17894736779316714,13.23076923076923,58.720930232558146,28.78067978533095,13.23076923076923,202.0,344.0,2.8924418604651163,0.0,0.13235859946133127
2,2345.0,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,18.0,27.0,-0.19999999555555567,0.08637236067874787,9.2,46.11801242236025,22.127204968944103,9.2,297.0,644.0,2.4736024844720497,0.0,0.1447841726618705
3,4321.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,35.0,26.0,0.14754098118785278,0.09472049674732842,12.655737704918034,48.18652849740933,24.336906480930946,12.655737704918034,372.0,772.0,2.571243523316062,0.0,0.1413660501739608
4,432.0,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,35.0,26.0,0.14754098118785278,0.09472049674732842,12.655737704918034,48.18652849740933,24.336906480930946,12.655737704918034,372.0,772.0,2.571243523316062,0.0,0.1413660501739608
5,2893.8,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,48.0,11.0,0.6271186334386673,0.102608695473724,10.696969696969697,48.1586402266289,23.54224396943944,10.696969696969697,340.0,706.0,2.5651558073654392,1.0,0.1400238000793336
6,3355.6,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,31.0,10.0,0.5121951094586559,0.07347670237728189,14.282608695652174,53.42465753424658,27.082906491959502,14.282608695652174,351.0,657.0,2.669710806697108,0.0,0.1377647305514783
7,3817.4,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,59.0,6.0,0.815384602840237,0.07775119607924498,10.291666666666666,50.0,24.116666666666667,10.291666666666666,494.0,988.0,2.61336032388664,0.0,0.13882253758606156
8,4279.2,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,6.0,0.0,0.9999998333333611,0.028708133833932375,10.148148148148149,44.89051094890511,22.015463638821302,10.148148148148149,123.0,274.0,2.5145985401459856,0.0,0.14413466596528143
9,4741.0,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,19.0,47.0,-0.42424241781450883,0.12915851246740018,12.215686274509803,54.25361155698234,26.58771913259686,12.215686274509803,338.0,623.0,2.6869983948635636,2.0,0.13686291739894552
10,5202.8,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,12.0,10.0,0.09090908677685969,0.12429378460850969,8.296296296296296,44.642857142857146,21.175661375661377,8.296296296296296,100.0,224.0,2.4910714285714284,0.0,0.14554905782975958
11,5664.6,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,27.0,15.0,0.2857142789115648,0.07130730038827283,12.076923076923077,42.80254777070064,21.95178833904949,12.076923076923077,336.0,785.0,2.464968152866242,2.0,0.14923954372623574
12,6126.4,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,20.0,3.0,0.7391304026465042,0.08333333303140097,15.636363636363637,48.837209302325576,25.78942917547569,15.636363636363637,168.0,344.0,2.491279069767442,0.0,0.14594823928722953
13,6588.2,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,13.0,10.0,0.1304347769376184,0.048832271658530206,23.40740740740741,31.962025316455694,22.14777308954524,23.40740740740741,202.0,632.0,2.1139240506329116,1.0,0.1657922350472193
14,7050.0,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,21.0,15.0,0.16666666203703717,0.07725321871834073,13.75609756097561,40.42553191489361,21.67265179034769,13.75609756097561,228.0,564.0,2.377659574468085,0.0,0.15080213903743314
15,7511.8,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,22.0,26.0,-0.08333333159722227,0.0869565215816005,13.679245283018869,35.03448275862069,19.485491216655824,13.679245283018869,254.0,725.0,2.2317241379310344,0.0,0.1601148409893993
16,7973.6,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,31.0,24.0,0.12727272495867772,0.10073260054810879,16.846153846153847,45.662100456621005,25.003301721109942,16.846153846153847,300.0,657.0,2.523592085235921,3.0,0.14260907314955504
17,8435.4,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,61.0,32.0,0.3118279536362586,0.09627329182580405,14.794871794871796,50.519930675909876,26.12592098831267,14.794871794871796,583.0,1154.0,2.6464471403812824,1.0,0.13873527290213994
